,unite_de_temps,type_de_transaction,montant,Solde_avant_transaction,Solde_après_transaction,Solde_initial_destinataire,nouveau_solde_destinataire,transaction_frauduleuse
6074070,516,CASH_OUT,346293.24,346293.24,0.0,750235.55,1096528.8,1
6074071,516,TRANSFER,414794.23,414794.23,0.0,0.0,0.0,1
6074072,516,CASH_OUT,414794.23,414794.23,0.0,8045553.73,8460347.96,1
6074073,516,TRANSFER,10000000.0,22625132.51,12625132.51,0.0,0.0,1
6074074,516,CASH_OUT,10000000.0,10000000.0,0.0,6070888.2,16070888.2,1
6074075,516,TRANSFER,10000000.0,12625132.51,2625132.51,0.0,0.0,1
6074076,516,CASH_OUT,10000000.0,10000000.0,0.0,195275.73,10195275.73,1
6074077,516,TRANSFER,2625132.51,2625132.51,0.0,0.0,0.0,1
6074078,516,CASH_OUT,2625132.51,2625132.51,0.0,35492.23,2660624.74,1
6074462,517,TRANSFER,4993938.87,4993938.87,0.0,0.0,0.0,1
6074463,517,CASH_OUT,4993938.87,4993938.87,0.0,743498.25,5737437.12,1
6074514,517,TRANSFER,699183.61,699183.61,0.0,0.0,0.0,1
6074515,517,CASH_OUT,699183.61,699183.61,0.0,1355085.63,2054269.23,1
6075111,517,TRANSFER,555328.55,555328.55,0.0,0.0,0.0,1
6075112,517,CASH_OUT,555328.55,555328.55,0.0,0.0,555328.55,1
6076073,518,TRANSFER,242896.12,242896.12,0.0,0.0,0.0,1
6076074,518,CASH_OUT,242896.12,242896.12,0.0,2182109.56,2425005.68,1
6077220,518,TRANSFER,1165187.89,1165187.89,0.0,0.0,0.0,1
6077221,518,CASH_OUT,1165187.89,1165187.89,0.0,0.0,1165187.89,1
6078200,518,TRANSFER,22048.19,22048.19,0.0,0.0,0.0,1
6078201,518,CASH_OUT,22048.19,22048.19,0.0,0.0,22048.19,1
6078934,518,TRANSFER,95105.01,95105.01,0.0,0.0,0.0,1
6078935,518,CASH_OUT,95105.01,95105.01,0.0,1779246.39,1874351.4,1
6078958,519,TRANSFER,105491.11,105491.11,0.0,0.0,0.0,1
6078959,519,CASH_OUT,105491.11,105491.11,0.0,0.0,105491.11,1
6078960,519,TRANSFER,1558.46,1558.46,0.0,0.0,0.0,1
6078961,519,CASH_OUT,1558.46,1558.46,0.0,1090398.04,1091956.51,1
6078962,519,TRANSFER,21738.98,21738.98,0.0,0.0,0.0,1
6078963,519,CASH_OUT,21738.98,21738.98,0.0,0.0,21738.98,1
6078964,519,TRANSFER,1644253.61,1644253.61,0.0,0.0,0.0,1
6078965,519,CASH_OUT,1644253.61,1644253.61,0.0,0.0,1644253.61,1
6078966,519,TRANSFER,108994.49,108994.49,0.0,0.0,0.0,1
6078967,519,CASH_OUT,108994.49,108994.49,0.0,560333.23,669327.72,1
6078968,519,TRANSFER,1049424.26,1049424.26,0.0,0.0,0.0,1
6078969,519,CASH_OUT,1049424.26,1049424.26,0.0,0.0,1049424.26,1
6079608,520,TRANSFER,3283695.97,3283695.97,0.0,0.0,0.0,1
6079609,520,CASH_OUT,3283695.97,3283695.97,0.0,154559.87,3438255.84,1
6079656,520,TRANSFER,2871898.5,2871898.5,0.0,0.0,0.0,1
6079657,520,CASH_OUT,2871898.5,2871898.5,0.0,0.0,2871898.5,1
6080945,520,TRANSFER,1459180.14,1459180.14,0.0,0.0,0.0,1
6080946,520,CASH_OUT,1459180.14,1459180.14,0.0,1120598.68,2579778.81,1
6080971,520,TRANSFER,5469910.99,5469910.99,0.0,0.0,0.0,1
6080972,520,CASH_OUT,5469910.99,5469910.99,0.0,115992.44,5585903.43,1
6081211,520,TRANSFER,53325.6,53325.6,0.0,0.0,0.0,1
6081212,520,CASH_OUT,53325.6,53325.6,0.0,753904.94,807230.54,1
6081339,520,TRANSFER,658855.33,658855.33,0.0,0.0,0.0,1
6081340,520,CASH_OUT,658855.33,658855.33,0.0,4937941.18,5596796.51,1
6082007,521,TRANSFER,98086.09,98086.09,0.0,0.0,0.0,1
6082008,521,CASH_OUT,98086.09,98086.09,0.0,0.0,98086.09,1
6082009,521,TRANSFER,5087422.03,5087422.03,0.0,0.0,0.0,1
6082010,521,CASH_OUT,5087422.03,5087422.03,0.0,16628.06,5104050.09,1
6082011,521,TRANSFER,48734.24,48734.24,0.0,0.0,0.0,1
6082012,521,CASH_OUT,48734.24,48734.24,0.0,547479.72,596213.96,1
6082013,521,TRANSFER,157277.0,157277.0,0.0,0.0,0.0,1
6082014,521,CASH_OUT,157277.0,157277.0,0.0,369445.83,526722.83,1
6082015,521,TRANSFER,525155.79,525155.79,0.0,0.0,0.0,1
6082016,521,CASH_OUT,525155.79,525155.79,0.0,2665961.11,3191116.89,1
6082017,521,TRANSFER,28835.93,28835.93,0.0,0.0,0.0,1
6082018,521,CASH_OUT,28835.93,28835.93,0.0,263633.63,292469.56,1
6082019,521,TRANSFER,27483.79,27483.79,0.0,0.0,0.0,1
6082020,521,CASH_OUT,27483.79,27483.79,0.0,66220.65,93704.43,1
6083451,522,TRANSFER,1752606.15,1752606.15,0.0,0.0,0.0,1
6083452,522,CASH_OUT,1752606.15,1752606.15,0.0,0.0,1752606.15,1
6088385,522,TRANSFER,1543975.74,1543975.74,0.0,0.0,0.0,1
6088386,522,CASH_OUT,1543975.74,1543975.74,0.0,273464.29,1817440.03,1
6088894,522,TRANSFER,59250.11,59250.11,0.0,0.0,0.0,1
6088895,522,CASH_OUT,59250.11,59250.11,0.0,1142307.7,1201557.81,1
6089320,522,TRANSFER,146908.38,146908.38,0.0,0.0,0.0,1
6089321,522,CASH_OUT,146908.38,146908.38,0.0,4991504.3,5138412.68,1
6090060,522,TRANSFER,545780.7,545780.7,0.0,0.0,0.0,1
6090061,522,CASH_OUT,545780.7,545780.7,0.0,0.0,545780.7,1
6092251,522,TRANSFER,73561.74,73561.74,0.0,0.0,0.0,1
6092252,522,CASH_OUT,73561.74,73561.74,0.0,0.0,73561.74,1
6100209,522,TRANSFER,101408.84,101408.84,0.0,0.0,0.0,1
6100210,522,CASH_OUT,101408.84,101408.84,0.0,0.0,101408.84,1
6100652,523,TRANSFER,7603589.38,7603589.38,0.0,0.0,0.0,1
6100653,523,CASH_OUT,7603589.38,7603589.38,0.0,299845.14,7903434.51,1
6100654,523,TRANSFER,160186.79,160186.79,0.0,0.0,0.0,1
6100655,523,CASH_OUT,160186.79,160186.79,0.0,2428183.45,2588370.25,1
6100656,523,TRANSFER,951451.17,951451.17,0.0,0.0,0.0,1
6100657,523,CASH_OUT,951451.17,951451.17,0.0,1430666.86,2382118.03,1
6100658,523,TRANSFER,2135320.18,2135320.18,0.0,0.0,0.0,1
6100659,523,CASH_OUT,2135320.18,2135320.18,0.0,333330.67,2468650.85,1
6100660,523,TRANSFER,121543.83,121543.83,0.0,0.0,0.0,1
6100661,523,CASH_OUT,121543.83,121543.83,0.0,64845.34,186389.17,1
6100662,523,TRANSFER,120598.96,120598.96,0.0,0.0,0.0,1
6100663,523,CASH_OUT,120598.96,120598.96,0.0,1284199.46,1404798.42,1
6100664,523,TRANSFER,921894.19,921894.19,0.0,0.0,0.0,1
6100665,523,CASH_OUT,921894.19,921894.19,0.0,523285.83,1445180.02,1
6100666,523,TRANSFER,497928.97,497928.97,0.0,0.0,0.0,1
6100667,523,CASH_OUT,497928.97,497928.97,0.0,4112129.55,4610058.51,1
6100668,523,TRANSFER,4623764.68,4623764.68,0.0,0.0,0.0,1
6100669,523,CASH_OUT,4623764.68,4623764.68,0.0,0.0,4623764.68,1
6100670,523,TRANSFER,159094.64,159094.64,0.0,0.0,0.0,1
6100671,523,CASH_OUT,159094.64,159094.64,0.0,0.0,159094.64,1
6100672,523,TRANSFER,248799.49,248799.49,0.0,0.0,0.0,1
6100673,523,CASH_OUT,248799.49,248799.49,0.0,323143.23,571942.72,1
6100674,523,TRANSFER,1200702.71,1200702.71,0.0,0.0,0.0,1
6100675,523,CASH_OUT,1200702.71,1200702.71,0.0,370244.35,1570947.06,1
6100676,523,TRANSFER,10000000.0,15999376.79,5999376.79,0.0,0.0,1
6100677,523,CASH_OUT,10000000.0,10000000.0,0.0,198226.59,10198226.59,1
6100678,523,TRANSFER,5999376.79,5999376.79,0.0,0.0,0.0,1
6100679,523,CASH_OUT,5999376.79,5999376.79,0.0,197460.17,6196836.96,1
6100680,523,TRANSFER,25819.42,25819.42,0.0,0.0,0.0,1
6100681,523,CASH_OUT,25819.42,25819.42,0.0,0.0,25819.42,1
6102370,524,TRANSFER,232315.43,232315.43,0.0,0.0,0.0,1
6102371,524,CASH_OUT,232315.43,232315.43,0.0,20819035.38,21051350.81,1
6102386,524,TRANSFER,356224.26,356224.26,0.0,0.0,0.0,1
6102387,524,CASH_OUT,356224.26,356224.26,0.0,0.0,356224.26,1
6106801,525,TRANSFER,203280.85,203280.85,0.0,0.0,0.0,1
6106802,525,CASH_OUT,203280.85,203280.85,0.0,0.0,203280.85,1
6112211,526,TRANSFER,210525.95,210525.95,0.0,0.0,0.0,1
6112212,526,CASH_OUT,210525.95,210525.95,0.0,461327.69,671853.64,1
6112318,526,TRANSFER,199940.02,199940.02,0.0,0.0,0.0,1
6112319,526,CASH_OUT,199940.02,199940.02,0.0,0.0,199940.02,1
6112505,526,TRANSFER,319883.28,319883.28,0.0,0.0,0.0,1
6112506,526,CASH_OUT,319883.28,319883.28,0.0,102882.01,422765.29,1
6112702,526,TRANSFER,377038.53,377038.53,0.0,0.0,0.0,1
6112703,526,CASH_OUT,377038.53,377038.53,0.0,105508.48,482547.01,1
6112763,526,TRANSFER,606920.11,606920.11,0.0,0.0,0.0,1
6112764,526,CASH_OUT,606920.11,606920.11,0.0,16606636.44,17213556.55,1
6113304,526,TRANSFER,200008.33,200008.33,0.0,0.0,0.0,1
6113305,526,CASH_OUT,200008.33,200008.33,0.0,2959887.83,3159896.16,1
6113886,527,TRANSFER,1094419.89,1094419.89,0.0,0.0,0.0,1
6113887,527,CASH_OUT,1094419.89,1094419.89,0.0,6352690.24,7447110.13,1
6114936,527,TRANSFER,79323.25,79323.25,0.0,0.0,0.0,1
6114937,527,CASH_OUT,79323.25,79323.25,0.0,194983.92,274307.16,1
6115984,527,TRANSFER,6087.58,6087.58,0.0,0.0,0.0,1
6115985,527,CASH_OUT,6087.58,6087.58,0.0,3584904.5,3590992.07,1
6116668,528,TRANSFER,181224.98,181224.98,0.0,0.0,0.0,1
6116669,528,CASH_OUT,181224.98,181224.98,0.0,23302.75,204527.73,1
6116735,528,TRANSFER,2173367.35,2173367.35,0.0,0.0,0.0,1
6116736,528,CASH_OUT,2173367.35,2173367.35,0.0,476131.89,2649499.24,1
6117046,528,TRANSFER,501101.41,501101.41,0.0,0.0,0.0,1
6117047,528,CASH_OUT,501101.41,501101.41,0.0,561058.61,1062160.03,1
6117118,528,TRANSFER,11070.29,11070.29,0.0,0.0,0.0,1
6117119,528,CASH_OUT,11070.29,11070.29,0.0,341891.92,352962.21,1
6117187,528,TRANSFER,311234.46,311234.46,0.0,0.0,0.0,1
6117188,528,CASH_OUT,311234.46,311234.46,0.0,978976.44,1290210.9,1
6117346,528,TRANSFER,1016302.6,1016302.6,0.0,0.0,0.0,1
6117347,528,CASH_OUT,1016302.6,1016302.6,0.0,1149447.1,2165749.7,1
6117466,528,TRANSFER,392767.71,392767.71,0.0,0.0,0.0,1
6117467,528,CASH_OUT,392767.71,392767.71,0.0,90169.81,482937.52,1
6117480,529,TRANSFER,1773151.32,1773151.32,0.0,0.0,0.0,1
6117481,529,CASH_OUT,1773151.32,1773151.32,0.0,775203.68,2548354.99,1
6117482,529,TRANSFER,1399724.98,1399724.98,0.0,0.0,0.0,1
6117483,529,CASH_OUT,1399724.98,1399724.98,0.0,440633.99,1840358.97,1
6117504,529,TRANSFER,1679154.56,1679154.56,0.0,0.0,0.0,1
6117505,529,CASH_OUT,1679154.56,1679154.56,0.0,4351406.23,6030560.79,1
6117688,530,TRANSFER,398711.68,398711.68,0.0,0.0,0.0,1
6117689,530,CASH_OUT,398711.68,398711.68,0.0,652931.8,1051643.49,1
6117850,530,TRANSFER,19576.96,19576.96,0.0,0.0,0.0,1
6117851,530,CASH_OUT,19576.96,19576.96,0.0,762608.82,782185.77,1
6117870,530,TRANSFER,387773.97,387773.97,0.0,0.0,0.0,1
6117871,530,CASH_OUT,387773.97,387773.97,0.0,34606.86,422380.83,1
6117876,530,TRANSFER,148680.12,148680.12,0.0,0.0,0.0,1
6117877,530,CASH_OUT,148680.12,148680.12,0.0,0.0,148680.12,1
6117921,531,TRANSFER,1312406.14,1312406.14,0.0,0.0,0.0,1
6117922,531,CASH_OUT,1312406.14,1312406.14,0.0,289086.82,1601492.96,1
6117949,531,TRANSFER,3547485.43,3547485.43,0.0,0.0,0.0,1
6117950,531,CASH_OUT,3547485.43,3547485.43,0.0,0.0,3547485.43,1
6117951,531,TRANSFER,834203.65,834203.65,0.0,0.0,0.0,1
6117952,531,CASH_OUT,834203.65,834203.65,0.0,0.0,834203.65,1
6117976,531,TRANSFER,4791.06,4791.06,0.0,0.0,0.0,1
6117977,531,CASH_OUT,4791.06,4791.06,0.0,4814602.17,4819393.23,1
6117983,531,TRANSFER,13074.53,13074.53,0.0,0.0,0.0,1
6117984,531,CASH_OUT,13074.53,13074.53,0.0,975600.51,988675.04,1
6118044,531,TRANSFER,29637.03,29637.03,0.0,0.0,0.0,1
6118045,531,CASH_OUT,29637.03,29637.03,0.0,0.0,29637.03,1
6118160,531,TRANSFER,6392800.85,6392800.85,0.0,0.0,0.0,1
6118161,531,CASH_OUT,6392800.85,6392800.85,0.0,337849.17,6730650.03,1
6118167,532,TRANSFER,188097.08,188097.08,0.0,0.0,0.0,1
6118168,532,CASH_OUT,188097.08,188097.08,0.0,164930.19,353027.27,1
6118179,532,TRANSFER,254719.63,254719.63,0.0,0.0,0.0,1
6118180,532,CASH_OUT,254719.63,254719.63,0.0,0.0,254719.63,1
6118182,532,TRANSFER,634046.89,634046.89,0.0,0.0,0.0,1
6118183,532,CASH_OUT,634046.89,634046.89,0.0,985290.65,1619337.54,1
6118260,533,TRANSFER,878034.02,878034.02,0.0,0.0,0.0,1
6118261,533,CASH_OUT,878034.02,878034.02,0.0,1531593.58,2409627.6,1
6118262,533,TRANSFER,1303029.52,1303029.52,0.0,0.0,0.0,1
6118263,533,CASH_OUT,1303029.52,1303029.52,0.0,522143.94,1825173.47,1
6118264,533,TRANSFER,3439121.37,3439121.37,0.0,0.0,0.0,1
6118265,533,CASH_OUT,3439121.37,3439121.37,0.0,67310.12,3506431.49,1
6118266,533,TRANSFER,18042.11,18042.11,0.0,0.0,0.0,1
6118267,533,CASH_OUT,18042.11,18042.11,0.0,135951.5,153993.61,1
6118268,533,TRANSFER,495977.84,495977.84,0.0,0.0,0.0,1
6118269,533,CASH_OUT,495977.84,495977.84,0.0,236230516.82,236726494.66,1
6118270,533,TRANSFER,400517.07,400517.07,0.0,0.0,0.0,1
6118271,533,CASH_OUT,400517.07,400517.07,0.0,0.0,400517.07,1
6118295,534,TRANSFER,209340.53,209340.53,0.0,0.0,0.0,1
6118296,534,CASH_OUT,209340.53,209340.53,0.0,744384.06,953724.59,1
6118418,534,TRANSFER,136245.39,136245.39,0.0,0.0,0.0,1
6118419,534,CASH_OUT,136245.39,136245.39,0.0,1080039.68,1216285.07,1
6118435,534,TRANSFER,771024.82,771024.82,0.0,0.0,0.0,1
6118436,534,CASH_OUT,771024.82,771024.82,0.0,121864.03,892888.86,1
6118651,534,TRANSFER,1390332.39,1390332.39,0.0,0.0,0.0,1
6118652,534,CASH_OUT,1390332.39,1390332.39,0.0,0.0,1390332.39,1
6118663,534,TRANSFER,671516.68,671516.68,0.0,0.0,0.0,1
6118664,534,CASH_OUT,671516.68,671516.68,0.0,57926.23,729442.9,1
6118751,534,TRANSFER,492896.75,492896.75,0.0,0.0,0.0,1
6118752,534,CASH_OUT,492896.75,492896.75,0.0,10420895.1,10913791.86,1
6118803,535,TRANSFER,606501.57,606501.57,0.0,0.0,0.0,1
6118804,535,CASH_OUT,606501.57,606501.57,0.0,123759.67,730261.24,1
6118805,535,TRANSFER,72878.02,72878.02,0.0,0.0,0.0,1
6118806,535,CASH_OUT,72878.02,72878.02,0.0,55093.16,127971.18,1
6118807,535,TRANSFER,588173.24,588173.24,0.0,0.0,0.0,1
6118808,535,CASH_OUT,588173.24,588173.24,0.0,16152763.21,16740936.45,1
6118809,536,TRANSFER,116974.87,116974.87,0.0,0.0,0.0,1
6118810,536,CASH_OUT,116974.87,116974.87,0.0,735380.64,852355.51,1
6118811,536,TRANSFER,624686.04,624686.04,0.0,0.0,0.0,1
6118812,536,CASH_OUT,624686.04,624686.04,0.0,162545.17,787231.2,1
6118813,536,TRANSFER,232565.37,232565.37,0.0,0.0,0.0,1
6118814,536,CASH_OUT,232565.37,232565.37,0.0,0.0,232565.37,1
6118815,536,TRANSFER,1567549.99,1567549.99,0.0,0.0,0.0,1
6118816,536,CASH_OUT,1567549.99,1567549.99,0.0,7935074.82,9502624.81,1
6118817,536,TRANSFER,844213.81,844213.81,0.0,0.0,0.0,1
6118818,536,CASH_OUT,844213.81,844213.81,0.0,0.0,844213.81,1
6118819,536,TRANSFER,285382.07,285382.07,0.0,0.0,0.0,1
6118820,536,CASH_OUT,285382.07,285382.07,0.0,0.0,285382.07,1
6118821,537,TRANSFER,34238.2,34238.2,0.0,0.0,0.0,1
6118822,537,CASH_OUT,34238.2,34238.2,0.0,300369.39,334607.59,1
6118823,537,TRANSFER,340119.98,340119.98,0.0,0.0,0.0,1
6118824,537,CASH_OUT,340119.98,340119.98,0.0,3680505.2,4020625.18,1
6118825,537,TRANSFER,2463190.9,2463190.9,0.0,0.0,0.0,1
6118826,537,CASH_OUT,2463190.9,2463190.9,0.0,1200145.47,3663336.38,1
6118827,537,TRANSFER,1504.73,1504.73,0.0,0.0,0.0,1
6118828,537,CASH_OUT,1504.73,1504.73,0.0,26284.34,27789.07,1
6118829,537,TRANSFER,81278.73,81278.73,0.0,0.0,0.0,1
6118830,537,CASH_OUT,81278.73,81278.73,0.0,2087033.64,2168312.37,1
6118831,537,TRANSFER,266546.68,266546.68,0.0,0.0,0.0,1
6118832,537,CASH_OUT,266546.68,266546.68,0.0,0.0,266546.68,1
6118833,537,TRANSFER,26481.25,26481.25,0.0,0.0,0.0,1
6118834,537,CASH_OUT,26481.25,26481.25,0.0,1119942.48,1146423.73,1
6118835,537,TRANSFER,254773.22,254773.22,0.0,0.0,0.0,1
6118836,537,CASH_OUT,254773.22,254773.22,0.0,672304.86,927078.09,1
6118837,537,TRANSFER,127447.68,127447.68,0.0,0.0,0.0,1
6118838,537,CASH_OUT,127447.68,127447.68,0.0,1274456.97,1401904.65,1
6119235,538,TRANSFER,1392337.38,1392337.38,0.0,0.0,0.0,1
6119236,538,CASH_OUT,1392337.38,1392337.38,0.0,125815.9,1518153.28,1
6120013,538,TRANSFER,2136099.59,2136099.59,0.0,0.0,0.0,1
6120014,538,CASH_OUT,2136099.59,2136099.59,0.0,466582.86,2602682.46,1
6120237,538,TRANSFER,202968.27,202968.27,0.0,0.0,0.0,1
6120238,538,CASH_OUT,202968.27,202968.27,0.0,618614.54,821582.81,1
6121272,538,TRANSFER,37436.78,37436.78,0.0,0.0,0.0,1
6121273,538,CASH_OUT,37436.78,37436.78,0.0,0.0,37436.78,1
6121347,538,TRANSFER,1253358.42,1253358.42,0.0,0.0,0.0,1
6121348,538,CASH_OUT,1253358.42,1253358.42,0.0,8398499.24,9651857.66,1
6121959,539,TRANSFER,198888.16,198888.16,0.0,0.0,0.0,1
6121960,539,CASH_OUT,198888.16,198888.16,0.0,359018.15,557906.31,1
6121961,539,TRANSFER,79594.91,79594.91,0.0,0.0,0.0,1
6121962,539,CASH_OUT,79594.91,79594.91,0.0,2009434.94,2089029.85,1
6122463,540,TRANSFER,3707342.38,3707342.38,0.0,0.0,0.0,1
6122464,540,CASH_OUT,3707342.38,3707342.38,0.0,558618.2,4265960.58,1
6122723,540,TRANSFER,342970.95,342970.95,0.0,0.0,0.0,1
6122724,540,CASH_OUT,342970.95,342970.95,0.0,660948.23,1003919.18,1
6123734,540,TRANSFER,1989311.31,1989311.31,0.0,0.0,0.0,1
6123735,540,CASH_OUT,1989311.31,1989311.31,0.0,2475151.37,4464462.67,1
6127439,541,TRANSFER,3297243.38,3297243.38,0.0,0.0,0.0,1
6127440,541,CASH_OUT,3297243.38,3297243.38,0.0,22757.65,3320001.02,1
6127441,541,TRANSFER,10000000.0,12629417.41,2629417.41,0.0,0.0,1
6127442,541,CASH_OUT,10000000.0,10000000.0,0.0,0.0,10000000.0,1
6127443,541,TRANSFER,2629417.41,2629417.41,0.0,0.0,0.0,1
6127444,541,CASH_OUT,2629417.41,2629417.41,0.0,0.0,2629417.41,1
6127445,541,TRANSFER,108755.28,108755.28,0.0,0.0,0.0,1
6127446,541,CASH_OUT,108755.28,108755.28,0.0,27775.23,136530.51,1
6127447,541,TRANSFER,107320.81,107320.81,0.0,0.0,0.0,1
6127448,541,CASH_OUT,107320.81,107320.81,0.0,289571.44,396892.25,1
6127449,541,TRANSFER,5512595.16,5512595.16,0.0,0.0,0.0,1
6127450,541,CASH_OUT,5512595.16,5512595.16,0.0,201581.65,5714176.82,1
6127724,542,TRANSFER,736521.51,736521.51,0.0,0.0,0.0,1
6127725,542,CASH_OUT,736521.51,736521.51,0.0,77874.55,814396.06,1
6127946,542,TRANSFER,7469051.14,7469051.14,0.0,0.0,0.0,1
6127947,542,CASH_OUT,7469051.14,7469051.14,0.0,94820.42,7563871.56,1
6128526,542,TRANSFER,161804.68,161804.68,0.0,0.0,0.0,1
6128527,542,CASH_OUT,161804.68,161804.68,0.0,22621.89,184426.57,1
6128871,542,TRANSFER,1068398.61,1068398.61,0.0,0.0,0.0,1
6128872,542,CASH_OUT,1068398.61,1068398.61,0.0,0.0,1068398.61,1
6130056,542,TRANSFER,5166393.44,5166393.44,0.0,0.0,0.0,1
6130057,542,CASH_OUT,5166393.44,5166393.44,0.0,0.0,5166393.44,1
6131926,543,TRANSFER,74436.56,74436.56,0.0,0.0,0.0,1
6131927,543,CASH_OUT,74436.56,74436.56,0.0,201151.33,275587.89,1
6131928,543,TRANSFER,57204.07,57204.07,0.0,0.0,0.0,1
6131929,543,CASH_OUT,57204.07,57204.07,0.0,2726027.96,2783232.03,1
6131930,543,TRANSFER,2558618.27,2558618.27,0.0,0.0,0.0,1
6131931,543,CASH_OUT,2558618.27,2558618.27,0.0,13626415.3,16185033.57,1
6134800,544,TRANSFER,179997.78,179997.78,0.0,0.0,0.0,1
6134801,544,CASH_OUT,179997.78,179997.78,0.0,55751.58,235749.36,1
6135242,544,TRANSFER,25473.11,25473.11,0.0,0.0,0.0,1
6135243,544,CASH_OUT,25473.11,25473.11,0.0,4747.03,30220.14,1
6135683,544,TRANSFER,412668.39,412668.39,0.0,0.0,0.0,1
6135684,544,CASH_OUT,412668.39,412668.39,0.0,1445047.47,1857715.86,1
6145035,546,TRANSFER,99656.93,99656.93,0.0,0.0,0.0,1
6145036,546,CASH_OUT,99656.93,99656.93,0.0,0.0,99656.93,1
6145046,546,TRANSFER,534158.52,534158.52,0.0,0.0,0.0,1
6145047,546,CASH_OUT,534158.52,534158.52,0.0,5156.57,539315.09,1
6145405,546,TRANSFER,24773.86,24773.86,0.0,0.0,0.0,1
6145406,546,CASH_OUT,24773.86,24773.86,0.0,11003181.73,11027955.59,1
6145884,546,TRANSFER,1634229.02,1634229.02,0.0,0.0,0.0,1
6145885,546,CASH_OUT,1634229.02,1634229.02,0.0,0.0,1634229.02,1
6151537,546,TRANSFER,105097.16,105097.16,0.0,0.0,0.0,1
6151538,546,CASH_OUT,105097.16,105097.16,0.0,1965333.76,2070430.91,1
6152639,547,TRANSFER,594471.04,594471.04,0.0,0.0,0.0,1
6152640,547,CASH_OUT,594471.04,594471.04,0.0,1788456.17,2382927.21,1
6152705,547,TRANSFER,82764.07,82764.07,0.0,0.0,0.0,1
6152706,547,CASH_OUT,82764.07,82764.07,0.0,99601.89,182365.96,1
6153581,547,TRANSFER,1139983.15,1139983.15,0.0,0.0,0.0,1
6153582,547,CASH_OUT,1139983.15,1139983.15,0.0,164063.15,1304046.31,1
6154176,547,TRANSFER,400276.72,400276.72,0.0,0.0,0.0,1
6154177,547,CASH_OUT,400276.72,400276.72,0.0,244756.45,645033.17,1
6158788,548,TRANSFER,126431.61,126431.61,0.0,0.0,0.0,1
6158789,548,CASH_OUT,126431.61,126431.61,0.0,1089215.22,1215646.84,1
6160574,549,TRANSFER,1571565.56,1571565.56,0.0,0.0,0.0,1
6160575,549,CASH_OUT,1571565.56,1571565.56,0.0,0.0,1571565.56,1
6160587,549,TRANSFER,461442.52,461442.52,0.0,0.0,0.0,1
6160588,549,CASH_OUT,461442.52,461442.52,0.0,11029.55,472472.07,1
6160592,549,TRANSFER,21662.5,21662.5,0.0,0.0,0.0,1
6160593,549,CASH_OUT,21662.5,21662.5,0.0,0.0,21662.5,1
6160866,549,TRANSFER,1057053.6,1057053.6,0.0,0.0,0.0,1
6160867,549,CASH_OUT,1057053.6,1057053.6,0.0,0.0,1057053.6,1
6160908,549,TRANSFER,668473.23,668473.23,0.0,0.0,0.0,1
6160909,549,CASH_OUT,668473.23,668473.23,0.0,505899.37,1174372.6,1
6161090,549,TRANSFER,29473.67,29473.67,0.0,0.0,0.0,1
6161091,549,CASH_OUT,29473.67,29473.67,0.0,32212.58,61686.25,1
6161404,550,TRANSFER,342309.91,342309.91,0.0,0.0,0.0,1
6161405,550,CASH_OUT,342309.91,342309.91,0.0,0.0,342309.91,1
6161964,550,TRANSFER,21418.86,21418.86,0.0,0.0,0.0,1
6161965,550,CASH_OUT,21418.86,21418.86,0.0,534670.27,556089.13,1
6162768,550,TRANSFER,1613281.82,1613281.82,0.0,0.0,0.0,1
6162769,550,CASH_OUT,1613281.82,1613281.82,0.0,2312268.26,3925550.08,1
6163144,550,TRANSFER,85303.24,85303.24,0.0,0.0,0.0,1
6163145,550,CASH_OUT,85303.24,85303.24,0.0,0.0,85303.24,1
6166140,551,TRANSFER,879321.88,879321.88,0.0,0.0,0.0,1
6166141,551,CASH_OUT,879321.88,879321.88,0.0,0.0,879321.88,1
6166262,551,TRANSFER,150924.76,150924.76,0.0,0.0,0.0,1
6166263,551,CASH_OUT,150924.76,150924.76,0.0,0.0,150924.76,1
6166270,551,TRANSFER,3774777.76,3774777.76,0.0,0.0,0.0,1
6166271,551,CASH_OUT,3774777.76,3774777.76,0.0,597455.51,4372233.27,1
6166279,551,TRANSFER,759257.55,759257.55,0.0,0.0,0.0,1
6166280,551,CASH_OUT,759257.55,759257.55,0.0,36297.01,795554.56,1
6166545,551,TRANSFER,407907.34,407907.34,0.0,0.0,0.0,1
6166546,551,CASH_OUT,407907.34,407907.34,0.0,314866.4,722773.75,1
6166723,551,TRANSFER,483713.23,483713.23,0.0,0.0,0.0,1
6166724,551,CASH_OUT,483713.23,483713.23,0.0,11048671.02,11532384.25,1
6166758,551,TRANSFER,3227.06,3227.06,0.0,0.0,0.0,1
6166759,551,CASH_OUT,3227.06,3227.06,0.0,110314.88,113541.94,1
6166763,551,TRANSFER,1669143.57,1669143.57,0.0,0.0,0.0,1
6166764,551,CASH_OUT,1669143.57,1669143.57,0.0,2026536.5,3695680.08,1
6166840,551,TRANSFER,813992.49,813992.49,0.0,0.0,0.0,1
6166841,551,CASH_OUT,813992.49,813992.49,0.0,24794625.2,25608617.69,1
6166979,552,TRANSFER,45116.24,45116.24,0.0,0.0,0.0,1
6166980,552,CASH_OUT,45116.24,45116.24,0.0,0.0,45116.24,1
6167566,552,TRANSFER,492003.04,492003.04,0.0,0.0,0.0,1
6167567,552,CASH_OUT,492003.04,492003.04,0.0,24292.72,516295.76,1
